id,Name,MSRP,Year,Make,Model,Body Type,Mileage,Current_Price
0,acura mdx,39550,2004,acura,mdx,sport utility,172835.0,4995.0
1,acura mdx,39550,2004,acura,mdx,sport utility,207008.0,3499.0
2,acura rsx,21672,2004,acura,rsx,hatchback,129041.0,5398.0
3,acura rsx,21672,2004,acura,rsx,hatchback,137387.0,4998.0
4,acura rsx,21672,2004,acura,rsx,hatchback,180750.0,3000.0
5,acura rsx,21672,2004,acura,rsx,hatchback,178100.0,3000.0
6,acura rsx,21672,2004,acura,rsx,hatchback,115756.0,4000.0
7,acura rsx,21672,2004,acura,rsx,hatchback,46391.0,7500.0
8,acura rsx,21672,2004,acura,rsx,hatchback,130000.0,6995.0
9,acura tl,33750,2004,acura,tl,sedan,207189.0,3300.0
10,acura tl,33750,2004,acura,tl,sedan,179880.0,5490.0
11,acura tl,33750,2004,acura,tl,sedan,131800.0,6999.0
12,acura tl,33750,2004,acura,tl,sedan,125231.0,4995.0
13,acura tl,33750,2004,acura,tl,sedan,120235.0,4995.0
14,acura tl,33750,2004,acura,tl,sedan,119637.0,6938.0
15,acura tl,33750,2004,acura,tl,sedan,122204.0,8581.0
16,acura tl,33750,2004,acura,tl,sedan,193229.0,6999.0
17,acura tl,33750,2004,acura,tl,sedan,175000.0,6950.0
18,acura tl,33750,2004,acura,tl,sedan,226928.0,6858.0
19,acura tl,33750,2004,acura,tl,sedan,157561.0,7995.0
20,acura tl,33750,2004,acura,tl,sedan,86659.0,5995.0
21,acura tl,33750,2004,acura,tl,sedan,183324.0,3999.0
22,acura tl,33750,2004,acura,tl,sedan,191505.0,3500.0
23,acura tl,33750,2004,acura,tl,sedan,152033.0,799.0
24,acura tl,33750,2004,acura,tl,sedan,0.0,4866.0
25,acura tsx,27490,2004,acura,tsx,wagon,90289.0,7450.0
26,acura tsx,27490,2004,acura,tsx,wagon,233647.0,4000.0
27,acura tsx,27490,2004,acura,tsx,wagon,144780.0,3700.0
28,acura tsx,27490,2004,acura,tsx,wagon,174945.0,4100.0
29,acura tsx,27490,2004,acura,tsx,wagon,145284.0,4999.0
30,acura tsx,27490,2004,acura,tsx,wagon,129322.0,4995.0
31,acura tsx,27490,2004,acura,tsx,wagon,201841.0,3352.0
32,acura tsx,27490,2004,acura,tsx,wagon,174000.0,3500.0
33,acura tsx,27490,2004,acura,tsx,wagon,140000.0,4750.0
34,acura tsx,27490,2004,acura,tsx,wagon,203350.0,5998.0
35,acura mdx,40437,2005,acura,mdx,sport utility,161758.0,4260.0
36,acura nsx,89000,2005,acura,nsx,coupe,38000.0,89000.0
37,acura rl,49100,2005,acura,rl,sedan,145690.0,8475.0
38,acura rsx,21972,2005,acura,rsx,hatchback,135696.0,4450.0
39,acura rsx,21972,2005,acura,rsx,hatchback,103529.0,4499.0
40,acura rsx,21972,2005,acura,rsx,hatchback,132062.0,9995.0
41,acura rsx,21972,2005,acura,rsx,hatchback,133551.0,6998.0
42,acura rsx,21972,2005,acura,rsx,hatchback,121479.0,5500.0
43,acura rsx,21972,2005,acura,rsx,hatchback,183000.0,1995.0
44,acura tl,34200,2005,acura,tl,sedan,201315.0,5300.0
45,acura tl,34200,2005,acura,tl,sedan,66851.0,8495.0
46,acura tl,34200,2005,acura,tl,sedan,105553.0,6871.0
47,acura tl,34200,2005,acura,tl,sedan,127915.0,7995.0
48,acura tl,34200,2005,acura,tl,sedan,87100.0,8200.0
49,acura tl,34200,2005,acura,tl,sedan,88035.0,6995.0
50,acura tl,34200,2005,acura,tl,sedan,138122.0,7150.0
51,acura tl,34200,2005,acura,tl,sedan,173000.0,3500.0
52,acura tl,34200,2005,acura,tl,sedan,83270.0,7459.0
53,acura tl,34200,2005,acura,tl,sedan,203662.0,4040.0
54,acura tsx,28190,2005,acura,tsx,wagon,155851.0,5995.0
55,acura tsx,28190,2005,acura,tsx,wagon,111548.0,7900.0
56,acura tsx,28190,2005,acura,tsx,wagon,110448.0,7400.0
57,acura tsx,28190,2005,acura,tsx,wagon,172906.0,6488.0
58,acura tsx,28190,2005,acura,tsx,wagon,194252.0,3600.0
59,acura tsx,28190,2005,acura,tsx,wagon,189688.0,5292.0
60,acura tsx,28190,2005,acura,tsx,wagon,104307.0,7500.0
61,acura tsx,28190,2005,acura,tsx,wagon,42800.0,9450.0
62,acura tsx,28190,2005,acura,tsx,wagon,129068.0,6988.0
63,acura tsx,28190,2005,acura,tsx,wagon,176296.0,3199.0
64,acura tsx,28190,2005,acura,tsx,wagon,127343.0,5200.0
65,acura tsx,28190,2005,acura,tsx,wagon,96735.0,5600.0
66,acura tsx,28190,2005,acura,tsx,wagon,172000.0,3500.0
67,acura mdx,40662,2006,acura,mdx,sport utility,178512.0,4995.0
68,acura mdx,40662,2006,acura,mdx,sport utility,68755.0,9899.0
69,acura mdx,40662,2006,acura,mdx,sport utility,170129.0,6995.0
70,acura mdx,40662,2006,acura,mdx,sport utility,135540.0,6995.0
71,acura mdx,40662,2006,acura,mdx,sport utility,118617.0,6490.0
72,acura mdx,40662,2006,acura,mdx,sport utility,132877.0,7999.0
73,acura mdx,40662,2006,acura,mdx,sport utility,108196.0,5750.0
74,acura rl,51200,2006,acura,rl,sedan,96156.0,6995.0
75,acura rl,51200,2006,acura,rl,sedan,181917.0,5000.0
76,acura rl,51200,2006,acura,rl,sedan,49993.0,10885.0
77,acura rl,51200,2006,acura,rl,sedan,166543.0,6388.0
78,acura rl,51200,2006,acura,rl,sedan,107003.0,5900.0
79,acura rsx,22085,2006,acura,rsx,hatchback,113852.0,8334.0
80,acura rsx,22085,2006,acura,rsx,hatchback,142816.0,4495.0
81,acura rsx,22085,2006,acura,rsx,hatchback,80069.0,6994.0
82,acura rsx,22085,2006,acura,rsx,hatchback,89798.0,7196.0
83,acura rsx,22085,2006,acura,rsx,hatchback,125418.0,5885.0
84,acura rsx,22085,2006,acura,rsx,hatchback,115000.0,5200.0
85,acura rsx,22085,2006,acura,rsx,hatchback,117437.0,5995.0
86,acura tl,34425,2006,acura,tl,sedan,129163.0,7200.0
87,acura tl,34425,2006,acura,tl,sedan,97700.0,6310.0
88,acura tl,34425,2006,acura,tl,sedan,135232.0,5598.0
89,acura tl,34425,2006,acura,tl,sedan,56067.0,9586.0
90,acura tl,34425,2006,acura,tl,sedan,165835.0,5271.0
91,acura tl,34425,2006,acura,tl,sedan,189298.0,6000.0
92,acura tl,34425,2006,acura,tl,sedan,88733.0,7994.0
93,acura tl,34425,2006,acura,tl,sedan,183778.0,5534.0
94,acura tl,34425,2006,acura,tl,sedan,75097.0,8888.0
95,acura tl,34425,2006,acura,tl,sedan,137254.0,6650.0
96,acura tl,34425,2006,acura,tl,sedan,156803.0,5675.0
97,acura tl,34425,2006,acura,tl,sedan,147000.0,5997.0
98,acura tl,34425,2006,acura,tl,sedan,55538.0,9998.0
99,acura tl,34425,2006,acura,tl,sedan,114128.0,6991.0
100,acura tl,34425,2006,acura,tl,sedan,164902.0,4995.0
101,acura tl,34425,2006,acura,tl,sedan,99343.0,7995.0
102,acura tl,34425,2006,acura,tl,sedan,159195.0,4488.0
103,acura tl,34425,2006,acura,tl,sedan,133424.0,7500.0
104,acura tl,34425,2006,acura,tl,sedan,74666.0,5999.0
105,acura tl,34425,2006,acura,tl,sedan,44203.0,14995.0
106,acura tl,34425,2006,acura,tl,sedan,87736.0,10777.0
107,acura tl,34425,2006,acura,tl,sedan,149008.0,5995.0
108,acura tl,34425,2006,acura,tl,sedan,97877.0,7481.0
109,acura tl,34425,2006,acura,tl,sedan,107000.0,6295.0
110,acura tl,34425,2006,acura,tl,sedan,245904.0,6999.0
111,acura tl,34425,2006,acura,tl,sedan,200000.0,4500.0
112,acura tl,34425,2006,acura,tl,sedan,191589.0,5999.0
113,acura tl,34425,2006,acura,tl,sedan,100221.0,5995.0
114,acura tl,34425,2006,acura,tl,sedan,173970.0,4990.0
115,acura tl,34425,2006,acura,tl,sedan,213338.0,3981.0
116,acura tl,34425,2006,acura,tl,sedan,125031.0,5999.0
117,acura tl,34425,2006,acura,tl,sedan,104000.0,5500.0
118,acura tl,34425,2006,acura,tl,sedan,165172.0,3995.0
119,acura tl,34425,2006,acura,tl,sedan,111000.0,6000.0
120,acura tl,34425,2006,acura,tl,sedan,195212.0,3200.0
121,acura tl,34425,2006,acura,tl,sedan,206071.0,3499.0
122,acura tl,34425,2006,acura,tl,sedan,162000.0,4299.0
123,acura tl,34425,2006,acura,tl,sedan,177000.0,3500.0
124,acura tl,34425,2006,acura,tl,sedan,198000.0,3950.0
125,acura tl,34425,2006,acura,tl,sedan,120000.0,6500.0
126,acura tl,34425,2006,acura,tl,sedan,127000.0,6999.0
127,acura tl,34425,2006,acura,tl,sedan,175000.0,5000.0
128,acura tl,34425,2006,acura,tl,sedan,105000.0,5500.0
129,acura tl,34425,2006,acura,tl,sedan,151000.0,6000.0
130,acura tl,34425,2006,acura,tl,sedan,116000.0,5200.0
131,acura tl,34425,2006,acura,tl,sedan,105000.0,5137.0
132,acura tl,34425,2006,acura,tl,sedan,227000.0,3800.0
133,acura tl,34425,2006,acura,tl,sedan,211650.0,4475.0
134,acura tl,34425,2006,acura,tl,sedan,89789.0,7200.0
135,acura tl,34425,2006,acura,tl,sedan,161097.0,6877.0
136,acura tl,34425,2006,acura,tl,sedan,129677.0,5988.0
137,acura tl,34425,2006,acura,tl,sedan,86234.0,9998.0
138,acura tsx,28890,2006,acura,tsx,wagon,96284.0,7900.0
139,acura tsx,28890,2006,acura,tsx,wagon,147361.0,6480.0
140,acura tsx,28890,2006,acura,tsx,wagon,119611.0,6900.0
141,acura tsx,28890,2006,acura,tsx,wagon,133307.0,6731.0
142,acura tsx,28890,2006,acura,tsx,wagon,156174.0,5900.0
143,acura tsx,28890,2006,acura,tsx,wagon,118929.0,6475.0
144,acura tsx,28890,2006,acura,tsx,wagon,142293.0,6997.0
145,acura tsx,28890,2006,acura,tsx,wagon,95982.0,8998.0
146,acura tsx,28890,2006,acura,tsx,wagon,108834.0,6000.0
147,acura tsx,28890,2006,acura,tsx,wagon,158626.0,8493.0
148,acura tsx,28890,2006,acura,tsx,wagon,110379.0,6500.0
149,acura tsx,28890,2006,acura,tsx,wagon,94587.0,6754.0
150,acura tsx,28890,2006,acura,tsx,wagon,134500.0,5950.0
151,acura tsx,28890,2006,acura,tsx,wagon,175436.0,1500.0
152,acura tsx,28890,2006,acura,tsx,wagon,143000.0,5800.0
153,acura tsx,28890,2006,acura,tsx,wagon,198000.0,3499.0
154,acura tsx,28890,2006,acura,tsx,wagon,125000.0,7999.0
155,acura tsx,28890,2006,acura,tsx,wagon,217600.0,2850.0
156,acura tsx,28890,2006,acura,tsx,wagon,137000.0,4000.0
157,acura tsx,28890,2006,acura,tsx,wagon,145000.0,6100.0
158,acura tsx,28890,2006,acura,tsx,wagon,228000.0,5390.0
159,acura tsx,28890,2006,acura,tsx,wagon,70562.0,7421.0
160,acura tsx,28890,2006,acura,tsx,wagon,150832.0,6510.0
161,acura tsx,28890,2006,acura,tsx,wagon,92992.0,6995.0
162,acura mdx,43895,2007,acura,mdx,sport utility,161404.0,7885.0
163,acura mdx,43895,2007,acura,mdx,sport utility,67602.0,14998.0
164,acura mdx,43895,2007,acura,mdx,sport utility,138481.0,10425.0
165,acura mdx,43895,2007,acura,mdx,sport utility,145627.0,9998.0
166,acura mdx,43895,2007,acura,mdx,sport utility,115266.0,11888.0
167,acura mdx,43895,2007,acura,mdx,sport utility,122936.0,8495.0
168,acura rdx,34745,2007,acura,rdx,sport utility,97840.0,10499.0
169,acura rdx,34745,2007,acura,rdx,sport utility,95169.0,8998.0
170,acura rdx,34745,2007,acura,rdx,sport utility,119043.0,6890.0
171,acura rdx,34745,2007,acura,rdx,sport utility,109792.0,7499.0
172,acura rdx,34745,2007,acura,rdx,sport utility,161909.0,5488.0
173,acura rdx,34745,2007,acura,rdx,sport utility,55694.0,11990.0
174,acura rdx,34745,2007,acura,rdx,sport utility,104677.0,8995.0
175,acura rdx,34745,2007,acura,rdx,sport utility,196494.0,5990.0
176,acura rdx,34745,2007,acura,rdx,sport utility,174908.0,5400.0
177,acura rdx,34745,2007,acura,rdx,sport utility,106718.0,6947.0
178,acura rl,49490,2007,acura,rl,sedan,52451.0,11397.0
179,acura rl,49490,2007,acura,rl,sedan,140955.0,5999.0
180,acura rl,49490,2007,acura,rl,sedan,155000.0,6120.0
181,acura tl,35975,2007,acura,tl,sedan,144224.0,5958.0
182,acura tl,35975,2007,acura,tl,sedan,122001.0,7749.0
183,acura tl,35975,2007,acura,tl,sedan,134919.0,5529.0
184,acura tl,35975,2007,acura,tl,sedan,48122.0,13998.0
185,acura tl,35975,2007,acura,tl,sedan,78640.0,8745.0
186,acura tl,35975,2007,acura,tl,sedan,123957.0,8995.0
187,acura tl,35975,2007,acura,tl,sedan,68168.0,13598.0
188,acura tl,35975,2007,acura,tl,sedan,136544.0,6999.0
189,acura tl,35975,2007,acura,tl,sedan,81626.0,9495.0
190,acura tl,35975,2007,acura,tl,sedan,79265.0,9000.0
191,acura tl,35975,2007,acura,tl,sedan,67102.0,13599.0
192,acura tl,35975,2007,acura,tl,sedan,146239.0,8900.0
193,acura tl,35975,2007,acura,tl,sedan,76496.0,12598.0
194,acura tl,35975,2007,acura,tl,sedan,112369.0,7881.0
195,acura tl,35975,2007,acura,tl,sedan,142932.0,4999.0
196,acura tl,35975,2007,acura,tl,sedan,99985.0,7990.0
197,acura tl,35975,2007,acura,tl,sedan,91372.0,9985.0
198,acura tl,35975,2007,acura,tl,sedan,77499.0,8990.0
199,acura tl,35975,2007,acura,tl,sedan,197735.0,4000.0
200,acura tl,35975,2007,acura,tl,sedan,182895.0,5250.0
201,acura tl,35975,2007,acura,tl,sedan,129729.0,5499.0
202,acura tl,35975,2007,acura,tl,sedan,77204.0,8292.0
203,acura tl,35975,2007,acura,tl,sedan,107008.0,6995.0
204,acura tl,35975,2007,acura,tl,sedan,46183.0,10987.0
205,acura tl,35975,2007,acura,tl,sedan,99508.0,10995.0
206,acura tsx,29090,2007,acura,tsx,wagon,153446.0,6682.0
207,acura tsx,29090,2007,acura,tsx,wagon,75792.0,8997.0
208,acura tsx,29090,2007,acura,tsx,wagon,75079.0,11990.0
209,acura tsx,29090,2007,acura,tsx,wagon,120563.0,8200.0
210,acura tsx,29090,2007,acura,tsx,wagon,110000.0,6650.0
211,acura tsx,29090,2007,acura,tsx,wagon,169284.0,5995.0
212,acura tsx,29090,2007,acura,tsx,wagon,91703.0,9998.0
213,acura tsx,29090,2007,acura,tsx,wagon,137841.0,7997.0
214,acura tsx,29090,2007,acura,tsx,wagon,90873.0,7995.0
215,acura tsx,29090,2007,acura,tsx,wagon,166115.0,4950.0
216,acura tsx,29090,2007,acura,tsx,wagon,193081.0,5990.0
217,acura tsx,29090,2007,acura,tsx,wagon,252608.0,4750.0
218,acura tsx,29090,2007,acura,tsx,wagon,108909.0,7556.0
219,acura tsx,29090,2007,acura,tsx,wagon,183315.0,5998.0
220,acura tsx,29090,2007,acura,tsx,wagon,111752.0,11995.0
221,acura tsx,29090,2007,acura,tsx,wagon,168983.0,3990.0
222,acura tsx,29090,2007,acura,tsx,wagon,134610.0,5900.0
223,acura tsx,29090,2007,acura,tsx,wagon,37000.0,10900.0
224,acura mdx,44095,2008,acura,mdx,sport utility,184594.0,7520.0
225,acura mdx,44095,2008,acura,mdx,sport utility,82671.0,12418.0
226,acura mdx,44095,2008,acura,mdx,sport utility,115302.0,11975.0
227,acura mdx,44095,2008,acura,mdx,sport utility,91752.0,14695.0
228,acura mdx,44095,2008,acura,mdx,sport utility,136177.0,9488.0
229,acura mdx,44095,2008,acura,mdx,sport utility,119645.0,13895.0
230,acura mdx,44095,2008,acura,mdx,sport utility,91938.0,14295.0
231,acura mdx,44095,2008,acura,mdx,sport utility,68115.0,15998.0
232,acura mdx,44095,2008,acura,mdx,sport utility,73298.0,14295.0
233,acura mdx,44095,2008,acura,mdx,sport utility,144472.0,9333.0
234,acura mdx,44095,2008,acura,mdx,sport utility,71287.0,15599.0
235,acura mdx,44095,2008,acura,mdx,sport utility,109905.0,11999.0
236,acura mdx,44095,2008,acura,mdx,sport utility,75226.0,14995.0
237,acura mdx,44095,2008,acura,mdx,sport utility,88151.0,10695.0
238,acura mdx,44095,2008,acura,mdx,sport utility,88151.0,10699.0
239,acura mdx,44095,2008,acura,mdx,sport utility,113047.0,12995.0
240,acura mdx,44095,2008,acura,mdx,sport utility,154412.0,10999.0
241,acura mdx,44095,2008,acura,mdx,sport utility,82514.0,14795.0
242,acura mdx,44095,2008,acura,mdx,sport utility,116565.0,11991.0
243,acura mdx,44095,2008,acura,mdx,sport utility,142000.0,11590.0
244,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
245,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
246,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
247,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
248,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
249,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
250,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
251,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
252,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
253,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
254,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
255,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
256,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
257,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
258,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
259,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
260,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
261,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
262,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
263,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
264,acura mdx,44095,2008,acura,mdx,sport utility,147457.0,9995.0
265,acura rdx,34945,2008,acura,rdx,sport utility,57497.0,12990.0
266,acura rdx,34945,2008,acura,rdx,sport utility,139522.0,8900.0
267,acura rdx,34945,2008,acura,rdx,sport utility,77799.0,14995.0
268,acura rdx,34945,2008,acura,rdx,sport utility,163386.0,7995.0
269,acura rdx,34945,2008,acura,rdx,sport utility,159156.0,4999.0
270,acura rdx,34945,2008,acura,rdx,sport utility,112757.0,10990.0
271,acura rl,49990,2008,acura,rl,sedan,116271.0,10998.0
272,acura rl,49990,2008,acura,rl,sedan,203678.0,5000.0
273,acura rl,49990,2008,acura,rl,sedan,114220.0,11500.0
274,acura rl,49990,2008,acura,rl,sedan,89611.0,11998.0
275,acura tl,36075,2008,acura,tl,sedan,144498.0,7499.0
276,acura tl,36075,2008,acura,tl,sedan,121011.0,7250.0
277,acura tl,36075,2008,acura,tl,sedan,90279.0,8431.0
278,acura tl,36075,2008,acura,tl,sedan,115603.0,7999.0
279,acura tl,36075,2008,acura,tl,sedan,155545.0,6495.0
280,acura tl,36075,2008,acura,tl,sedan,59085.0,11995.0
281,acura tl,36075,2008,acura,tl,sedan,140099.0,6998.0
282,acura tl,36075,2008,acura,tl,sedan,117312.0,7994.0
283,acura tl,36075,2008,acura,tl,sedan,166643.0,7500.0
284,acura tl,36075,2008,acura,tl,sedan,100636.0,8990.0
285,acura tl,36075,2008,acura,tl,sedan,100430.0,10599.0
286,acura tl,36075,2008,acura,tl,sedan,128350.0,9998.0
287,acura tl,36075,2008,acura,tl,sedan,47359.0,13998.0
288,acura tl,36075,2008,acura,tl,sedan,85005.0,11895.0
289,acura tl,36075,2008,acura,tl,sedan,114212.0,6995.0
290,acura tl,36075,2008,acura,tl,sedan,89047.0,7988.0
291,acura tl,36075,2008,acura,tl,sedan,149543.0,7388.0
292,acura tl,36075,2008,acura,tl,sedan,84507.0,11998.0
293,acura tl,36075,2008,acura,tl,sedan,175977.0,6877.0
294,acura tl,36075,2008,acura,tl,sedan,80323.0,12998.0
295,acura tl,36075,2008,acura,tl,sedan,75862.0,8995.0
296,acura tl,36075,2008,acura,tl,sedan,99726.0,10999.0
297,acura tl,36075,2008,acura,tl,sedan,108450.0,8663.0
298,acura tl,36075,2008,acura,tl,sedan,128093.0,10485.0
299,acura tl,36075,2008,acura,tl,sedan,114473.0,6999.0
300,acura tl,36075,2008,acura,tl,sedan,68053.0,9411.0
301,acura tl,36075,2008,acura,tl,sedan,180726.0,3990.0
302,acura tl,36075,2008,acura,tl,sedan,107198.0,7944.0
303,acura tl,36075,2008,acura,tl,sedan,65258.0,9950.0
304,acura tl,36075,2008,acura,tl,sedan,127052.0,7868.0
305,acura tl,36075,2008,acura,tl,sedan,37262.0,11995.0
306,acura tl,36075,2008,acura,tl,sedan,96206.0,11998.0
307,acura tl,36075,2008,acura,tl,sedan,99212.0,10599.0
308,acura tl,36075,2008,acura,tl,sedan,70464.0,11998.0
309,acura tsx,29240,2008,acura,tsx,wagon,93883.0,7498.0
310,acura tsx,29240,2008,acura,tsx,wagon,121684.0,9599.0
311,acura tsx,29240,2008,acura,tsx,wagon,162089.0,5981.0
312,acura tsx,29240,2008,acura,tsx,wagon,95905.0,10499.0
313,acura tsx,29240,2008,acura,tsx,wagon,140082.0,7800.0
314,acura tsx,29240,2008,acura,tsx,wagon,59993.0,10990.0
315,acura tsx,29240,2008,acura,tsx,wagon,119165.0,6900.0
316,acura tsx,29240,2008,acura,tsx,wagon,72208.0,10998.0
317,acura tsx,29240,2008,acura,tsx,wagon,141300.0,7400.0
318,acura tsx,29240,2008,acura,tsx,wagon,103551.0,8491.0
319,acura tsx,29240,2008,acura,tsx,wagon,135157.0,8790.0
320,acura tsx,29240,2008,acura,tsx,wagon,99291.0,9995.0
321,acura tsx,29240,2008,acura,tsx,wagon,79908.0,9500.0
322,acura tsx,29240,2008,acura,tsx,wagon,145379.0,7298.0
323,acura tsx,29240,2008,acura,tsx,wagon,64979.0,4495.0
324,acura tsx,29240,2008,acura,tsx,wagon,63883.0,10495.0
325,acura tsx,29240,2008,acura,tsx,wagon,119165.0,6900.0
326,acura tsx,29240,2008,acura,tsx,wagon,109793.0,10695.0
327,acura tsx,29240,2008,acura,tsx,wagon,140000.0,7100.0
328,acura tsx,29240,2008,acura,tsx,wagon,130350.0,4300.0
329,acura tsx,29240,2008,acura,tsx,wagon,132000.0,5900.0
330,acura tsx,29240,2008,acura,tsx,wagon,132000.0,5800.0
331,acura tsx,29240,2008,acura,tsx,wagon,108956.0,6995.0
332,acura mdx,44940,2009,acura,mdx,sport utility,142652.0,11250.0
333,acura mdx,44940,2009,acura,mdx,sport utility,98753.0,12209.0
334,acura mdx,44940,2009,acura,mdx,sport utility,112882.0,11998.0
335,acura mdx,44940,2009,acura,mdx,sport utility,107625.0,13998.0
336,acura mdx,44940,2009,acura,mdx,sport utility,106805.0,13998.0
337,acura mdx,44940,2009,acura,mdx,sport utility,115283.0,11995.0
338,acura mdx,44940,2009,acura,mdx,sport utility,125445.0,12998.0
339,acura mdx,44940,2009,acura,mdx,sport utility,85898.0,14770.0
340,acura mdx,44940,2009,acura,mdx,sport utility,153157.0,11089.0
341,acura mdx,44940,2009,acura,mdx,sport utility,90517.0,13995.0
342,acura mdx,44940,2009,acura,mdx,sport utility,202341.0,6602.0
343,acura mdx,44940,2009,acura,mdx,sport utility,106704.0,13895.0
344,acura mdx,44940,2009,acura,mdx,sport utility,111221.0,14995.0
345,acura mdx,44940,2009,acura,mdx,sport utility,91303.0,13399.0
346,acura mdx,44940,2009,acura,mdx,sport utility,113890.0,11795.0
347,acura mdx,44940,2009,acura,mdx,sport utility,104928.0,15495.0
348,acura mdx,44940,2009,acura,mdx,sport utility,173000.0,7999.0
349,acura mdx,44940,2009,acura,mdx,sport utility,72562.0,15995.0
350,acura mdx,44940,2009,acura,mdx,sport utility,71926.0,13636.0
351,acura mdx,44940,2009,acura,mdx,sport utility,137348.0,11500.0
352,acura mdx,44940,2009,acura,mdx,sport utility,114830.0,13488.0
353,acura mdx,44940,2009,acura,mdx,sport utility,139137.0,10717.0
354,acura mdx,44940,2009,acura,mdx,sport utility,118464.0,13567.0
355,acura mdx,44940,2009,acura,mdx,sport utility,169659.0,9990.0
356,acura mdx,44940,2009,acura,mdx,sport utility,141622.0,11500.0
357,acura mdx,44940,2009,acura,mdx,sport utility,128895.0,11999.0
358,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
359,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
360,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
361,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
362,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
363,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
364,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
365,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
366,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
367,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
368,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
369,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
370,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
371,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
372,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
373,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
374,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
375,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
376,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
377,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
378,acura mdx,44940,2009,acura,mdx,sport utility,81515.0,15175.0
379,acura rdx,35545,2009,acura,rdx,sport utility,112427.0,10330.0
380,acura rdx,35545,2009,acura,rdx,sport utility,90154.0,12990.0
381,acura rdx,35545,2009,acura,rdx,sport utility,101748.0,11995.0
382,acura rdx,35545,2009,acura,rdx,sport utility,131556.0,5499.0
383,acura rdx,35545,2009,acura,rdx,sport utility,112648.0,9655.0
384,acura rdx,35545,2009,acura,rdx,sport utility,104870.0,12599.0
385,acura rdx,35545,2009,acura,rdx,sport utility,112002.0,9496.0
386,acura rdx,35545,2009,acura,rdx,sport utility,107071.0,10998.0
387,acura rdx,35545,2009,acura,rdx,sport utility,72435.0,11985.0
388,acura rdx,35545,2009,acura,rdx,sport utility,104620.0,12998.0
389,acura rdx,35545,2009,acura,rdx,sport utility,124806.0,10095.0
390,acura rdx,35545,2009,acura,rdx,sport utility,142651.0,7988.0
391,acura rdx,35545,2009,acura,rdx,sport utility,122972.0,10251.0
392,acura rdx,35545,2009,acura,rdx,sport utility,100917.0,11599.0
393,acura rdx,35545,2009,acura,rdx,sport utility,91834.0,14295.0
394,acura rdx,35545,2009,acura,rdx,sport utility,86000.0,11988.0
395,acura rdx,35545,2009,acura,rdx,sport utility,105271.0,9995.0
396,acura rdx,35545,2009,acura,rdx,sport utility,93041.0,10495.0
397,acura rdx,35545,2009,acura,rdx,sport utility,111759.0,8995.0
398,acura rdx,35545,2009,acura,rdx,sport utility,142419.0,8998.0
399,acura rdx,35545,2009,acura,rdx,sport utility,122277.0,8998.0
400,acura rl,50390,2009,acura,rl,sedan,46480.0,15998.0
401,acura tl,39095,2009,acura,tl,sedan,181338.0,7684.0
402,acura tl,39095,2009,acura,tl,sedan,86709.0,13000.0
