,Name,Price,Year,Make,Model,Body Type
1929,gmc sierra 1500,36092,2012,gmc,sierra 1500,truck
1930,gmc sierra 2500,39042,2012,gmc,sierra 2500,truck
1931,gmc sierra 3500,40615,2012,gmc,sierra 3500,truck
1932,gmc terrain,29285,2012,gmc,terrain,sport utility
1933,gmc yukon,51607,2012,gmc,yukon,sport utility
1934,gmc yukon xl,52157,2012,gmc,yukon xl,sport utility
1935,gmc acadia,40997,2013,gmc,acadia,sport utility
1936,gmc savana 1500,29407,2013,gmc,savana 1500,van
1937,gmc savana 2500,34157,2013,gmc,savana 2500,van
1938,gmc savana 3500,39042,2013,gmc,savana 3500,van
1939,gmc sierra 1500,37762,2013,gmc,sierra 1500,truck
1940,gmc sierra 2500,39780,2013,gmc,sierra 2500,truck
1941,gmc sierra 3500,41282,2013,gmc,sierra 3500,truck
1942,gmc terrain,31525,2013,gmc,terrain,sport utility
1943,gmc yukon,53282,2013,gmc,yukon,sport utility
1944,gmc yukon xl,53832,2013,gmc,yukon xl,sport utility
1945,gmc acadia,41655,2014,gmc,acadia,sport utility
1946,gmc savana 1500,31117,2014,gmc,savana 1500,van
1947,gmc savana 2500,36117,2014,gmc,savana 2500,van
1948,gmc savana 3500,40752,2014,gmc,savana 3500,van
1949,gmc sierra 1500,38920,2014,gmc,sierra 1500,truck
1950,gmc sierra 2500,41777,2014,gmc,sierra 2500,truck
1951,gmc sierra 3500,43042,2014,gmc,sierra 3500,truck
1952,gmc terrain,31685,2014,gmc,terrain,sport utility
1953,gmc yukon,52885,2014,gmc,yukon,sport utility
1954,gmc yukon xl,55997,2014,gmc,yukon xl,sport utility
1955,gmc acadia,41832,2015,gmc,acadia,sport utility
1956,gmc canyon,29102,2015,gmc,canyon,truck
1957,gmc savana 2500,36457,2015,gmc,savana 2500,van
1958,gmc savana 3500,41085,2015,gmc,savana 3500,van
1959,gmc sierra 1500,40242,2015,gmc,sierra 1500,truck
1960,gmc sierra 2500,44057,2015,gmc,sierra 2500,truck
1961,gmc sierra 3500,44972,2015,gmc,sierra 3500,truck
1962,gmc terrain,30655,2015,gmc,terrain,sport utility
1963,gmc yukon,57630,2015,gmc,yukon,sport utility
1964,gmc yukon xl,60330,2015,gmc,yukon xl,sport utility
1965,gmc acadia,40432,2016,gmc,acadia,sport utility
1966,gmc canyon,29600,2016,gmc,canyon,truck
1967,gmc savana 2500,37497,2016,gmc,savana 2500,van
1968,gmc savana 3500,42005,2016,gmc,savana 3500,van
1969,gmc sierra 1500,41227,2016,gmc,sierra 1500,truck
1970,gmc sierra 2500,45662,2016,gmc,sierra 2500,truck
1971,gmc sierra 3500,46380,2016,gmc,sierra 3500,truck
1972,gmc terrain,29950,2016,gmc,terrain,sport utility
1973,gmc yukon,58320,2016,gmc,yukon,sport utility
1974,gmc yukon xl,61020,2016,gmc,yukon xl,sport utility
1975,gmc acadia,38070,2017,gmc,acadia,sport utility
1976,gmc canyon,32077,2017,gmc,canyon,truck
1977,gmc savana 2500,31942,2017,gmc,savana 2500,van
1978,gmc savana 3500,35685,2017,gmc,savana 3500,van
1979,gmc sierra 1500,42180,2017,gmc,sierra 1500,truck
1980,gmc sierra 2500,46492,2017,gmc,sierra 2500,truck
1981,gmc sierra 3500,47210,2017,gmc,sierra 3500,truck
1982,gmc terrain,30047,2017,gmc,terrain,sport utility
1983,gmc yukon,58747,2017,gmc,yukon,sport utility
1984,gmc yukon xl,61447,2017,gmc,yukon xl,sport utility
1985,gmc acadia,38050,2018,gmc,acadia,sport utility
1986,gmc canyon,32350,2018,gmc,canyon,truck
1987,gmc savana 2500,32405,2018,gmc,savana 2500,van
1988,gmc savana 3500,36147,2018,gmc,savana 3500,van
1989,gmc sierra 1500,42650,2018,gmc,sierra 1500,truck
1990,gmc sierra 2500,47300,2018,gmc,sierra 2500,truck
1991,gmc sierra 3500,48000,2018,gmc,sierra 3500,truck
1992,gmc terrain,32147,2018,gmc,terrain,sport utility
1993,gmc yukon,59150,2018,gmc,yukon,sport utility
1994,gmc yukon xl,61850,2018,gmc,yukon xl,sport utility
1995,gmc acadia,38250,2019,gmc,acadia,sport utility
1996,gmc canyon,33200,2019,gmc,canyon,truck
1997,gmc savana 2500,33400,2019,gmc,savana 2500,van
1998,gmc savana 3500,36500,2019,gmc,savana 3500,van
1999,gmc sierra 1500,43950,2019,gmc,sierra 1500,truck
2000,gmc sierra 2500,49000,2019,gmc,sierra 2500,truck
2001,gmc sierra 3500,50450,2019,gmc,sierra 3500,truck
2002,gmc terrain,32250,2019,gmc,terrain,sport utility
2003,gmc yukon,59650,2019,gmc,yukon,sport utility
2004,gmc yukon xl,62450,2019,gmc,yukon xl,sport utility
2005,genesis g80,47975,2017,genesis,g80,sedan
2006,genesis g90,70150,2017,genesis,g90,sedan
2007,genesis g80,50625,2018,genesis,g80,sedan
2008,genesis g90,71350,2018,genesis,g90,sedan
2009,genesis g70,43575,2019,genesis,g70,sedan
2010,genesis g80,50775,2019,genesis,g80,sedan
2011,genesis g90,72850,2019,genesis,g90,sedan
2012,honda accord,22200,2004,honda,accord,sedan
2013,honda cr-v,20775,2004,honda,cr-v,sport utility
2014,honda civic,16905,2004,honda,civic,coupe
2015,honda element,18725,2004,honda,element,sport utility
2016,honda insight,20280,2004,honda,insight,hatchback
2017,honda odyssey,27490,2004,honda,odyssey,van
2018,honda pilot,29985,2004,honda,pilot,sport utility
2019,honda s2000,32800,2004,honda,s2000,convertible
2020,honda accord,24217,2005,honda,accord,sedan
2021,honda cr-v,22722,2005,honda,cr-v,sport utility
2022,honda civic,17510,2005,honda,civic,coupe
2023,honda element,19587,2005,honda,element,sport utility
2024,honda insight,20430,2005,honda,insight,hatchback
2025,honda odyssey,31845,2005,honda,odyssey,van
2026,honda pilot,30935,2005,honda,pilot,sport utility
2027,honda s2000,33150,2005,honda,s2000,convertible
2028,honda accord,25607,2006,honda,accord,sedan
2029,honda cr-v,22922,2006,honda,cr-v,sport utility
2030,honda civic,19500,2006,honda,civic,coupe
2031,honda element,20037,2006,honda,element,sport utility
2032,honda insight,20430,2006,honda,insight,hatchback
2033,honda odyssey,32070,2006,honda,odyssey,van
2034,honda pilot,31120,2006,honda,pilot,sport utility
2035,honda ridgeline,31170,2006,honda,ridgeline,truck
2036,honda s2000,34050,2006,honda,s2000,convertible
2037,honda accord,25857,2007,honda,accord,sedan
2038,honda cr-v,24300,2007,honda,cr-v,sport utility
2039,honda civic,19700,2007,honda,civic,coupe
2040,honda element,21197,2007,honda,element,sport utility
2041,honda fit,14910,2007,honda,fit,hatchback
2042,honda odyssey,32370,2007,honda,odyssey,van
2043,honda pilot,31270,2007,honda,pilot,sport utility
2044,honda ridgeline,31370,2007,honda,ridgeline,truck
2045,honda s2000,34250,2007,honda,s2000,convertible
2046,honda accord,25435,2008,honda,accord,sedan
2047,honda cr-v,24550,2008,honda,cr-v,sport utility
2048,honda civic,22155,2008,honda,civic,coupe
2049,honda element,21277,2008,honda,element,sport utility
2050,honda fit,15010,2008,honda,fit,hatchback
2051,honda odyssey,33235,2008,honda,odyssey,van
2052,honda pilot,31620,2008,honda,pilot,sport utility
2053,honda ridgeline,31545,2008,honda,ridgeline,truck
2054,honda s2000,35800,2008,honda,s2000,convertible
2055,honda accord,26030,2009,honda,accord,sedan
2056,honda cr-v,25095,2009,honda,cr-v,sport utility
2057,honda civic,21077,2009,honda,civic,coupe
2058,honda element,23022,2009,honda,element,sport utility
2059,honda fit,16855,2009,honda,fit,hatchback
2060,honda odyssey,33730,2009,honda,odyssey,van
2061,honda pilot,33895,2009,honda,pilot,sport utility
2062,honda ridgeline,32365,2009,honda,ridgeline,truck
2063,honda s2000,36495,2009,honda,s2000,convertible
2064,honda accord,26180,2010,honda,accord,sedan
2065,honda accord crosstour,32945,2010,honda,accord crosstour,hatchback
2066,honda cr-v,25645,2010,honda,cr-v,sport utility
2067,honda civic,21227,2010,honda,civic,coupe
2068,honda element,23055,2010,honda,element,sport utility
2069,honda fit,17005,2010,honda,fit,hatchback
2070,honda insight,21450,2010,honda,insight,hatchback
2071,honda odyssey,33780,2010,honda,odyssey,van
2072,honda pilot,34070,2010,honda,pilot,sport utility
2073,honda ridgeline,32615,2010,honda,ridgeline,truck
2074,honda accord,26655,2011,honda,accord,sedan
2075,honda accord crosstour,33265,2011,honda,accord crosstour,hatchback
2076,honda cr-v,25995,2011,honda,cr-v,sport utility
2077,honda cr-z,21350,2011,honda,cr-z,hatchback
2078,honda civic,21377,2011,honda,civic,coupe
2079,honda element,22505,2011,honda,element,sport utility
2080,honda fit,17170,2011,honda,fit,hatchback
2081,honda insight,20732,2011,honda,insight,hatchback
2082,honda odyssey,35800,2011,honda,odyssey,van
2083,honda pilot,34495,2011,honda,pilot,sport utility
2084,honda ridgeline,33115,2011,honda,ridgeline,truck
2085,honda accord,26755,2012,honda,accord,sedan
2086,honda cr-v,26245,2012,honda,cr-v,sport utility
2087,honda cr-z,21700,2012,honda,cr-z,hatchback
2088,honda civic,21780,2012,honda,civic,coupe
2089,honda crosstour,32197,2012,honda,crosstour,hatchback
2090,honda fit,17507,2012,honda,fit,hatchback
2091,honda insight,21095,2012,honda,insight,hatchback
2092,honda odyssey,36100,2012,honda,odyssey,van
2093,honda pilot,34795,2012,honda,pilot,sport utility
2094,honda ridgeline,33315,2012,honda,ridgeline,truck
2095,honda accord,27555,2013,honda,accord,sedan
2096,honda cr-v,26545,2013,honda,cr-v,sport utility
2097,honda cr-z,21890,2013,honda,cr-z,hatchback
2098,honda civic,22965,2013,honda,civic,coupe
2099,honda crosstour,32160,2013,honda,crosstour,hatchback
2100,honda fit,26025,2013,honda,fit,hatchback
2101,honda insight,21195,2013,honda,insight,hatchback
2102,honda odyssey,36350,2013,honda,odyssey,van
2103,honda pilot,35395,2013,honda,pilot,sport utility
2104,honda ridgeline,33415,2013,honda,ridgeline,truck
2105,honda accord,30867,2014,honda,accord,sedan
2106,honda cr-v,26870,2014,honda,cr-v,sport utility
2107,honda cr-z,21992,2014,honda,cr-z,hatchback
2108,honda civic,23740,2014,honda,civic,coupe
2109,honda crosstour,32310,2014,honda,crosstour,hatchback
2110,honda fit,36625,2014,honda,fit,hatchback
2111,honda insight,21320,2014,honda,insight,hatchback
2112,honda odyssey,36637,2014,honda,odyssey,van
2113,honda pilot,35545,2014,honda,pilot,sport utility
2114,honda ridgeline,33540,2014,honda,ridgeline,truck
2115,honda accord,28580,2015,honda,accord,sedan
2116,honda cr-v,28170,2015,honda,cr-v,sport utility
2117,honda cr-z,22142,2015,honda,cr-z,hatchback
2118,honda civic,23840,2015,honda,civic,coupe
2119,honda crosstour,32460,2015,honda,crosstour,hatchback
2120,honda fit,18287,2015,honda,fit,hatchback
2121,honda odyssey,36787,2015,honda,odyssey,van
2122,honda pilot,35745,2015,honda,pilot,sport utility
2123,honda accord,28442,2016,honda,accord,sedan
2124,honda cr-v,28670,2016,honda,cr-v,sport utility
2125,honda cr-z,22692,2016,honda,cr-z,hatchback
2126,honda civic,22570,2016,honda,civic,coupe
2127,honda fit,18527,2016,honda,fit,hatchback
2128,honda hr-v,22602,2016,honda,hr-v,sport utility
2129,honda odyssey,37287,2016,honda,odyssey,van
2130,honda pilot,38557,2016,honda,pilot,sport utility
2131,honda accord,29205,2017,honda,accord,sedan
2132,honda cr-v,28920,2017,honda,cr-v,sport utility
2133,honda civic,26320,2017,honda,civic,coupe
2134,honda fit,18727,2017,honda,fit,hatchback
2135,honda hr-v,22852,2017,honda,hr-v,sport utility
2136,honda odyssey,37587,2017,honda,odyssey,van
2137,honda pilot,38982,2017,honda,pilot,sport utility
2138,honda ridgeline,36222,2017,honda,ridgeline,truck
2139,honda accord,29685,2018,honda,accord,sedan
2140,honda cr-v,29200,2018,honda,cr-v,sport utility
2141,honda civic,26820,2018,honda,civic,coupe
2142,honda clarity,35000,2018,honda,clarity,sedan
2143,honda fit,18855,2018,honda,fit,hatchback
2144,honda hr-v,23105,2018,honda,hr-v,sport utility
2145,honda odyssey,38380,2018,honda,odyssey,van
2146,honda pilot,39185,2018,honda,pilot,sport utility
2147,honda ridgeline,36475,2018,honda,ridgeline,truck
2148,honda accord,29835,2019,honda,accord,sedan
2149,honda cr-v,29250,2019,honda,cr-v,sport utility
2150,honda civic,27575,2019,honda,civic,coupe
2151,honda clarity,35010,2019,honda,clarity,sedan
2152,honda fit,18855,2019,honda,fit,hatchback
2153,honda hr-v,24530,2019,honda,hr-v,sport utility
2154,honda insight,25560,2019,honda,insight,hatchback
2155,honda odyssey,38630,2019,honda,odyssey,van
2156,honda passport,37835,2019,honda,passport,sport utility
2157,honda pilot,39735,2019,honda,pilot,sport utility
2158,honda ridgeline,36705,2019,honda,ridgeline,truck
2159,hummer h1,108568,2004,hummer,h1,sport utility
2160,hummer h2,49395,2004,hummer,h2,sport utility
2161,hummer h2,52457,2005,hummer,h2,sport utility
2162,hummer h1,120212,2006,hummer,h1,sport utility
2163,hummer h2,53007,2006,hummer,h2,sport utility
2164,hummer h3,28935,2006,hummer,h3,sport utility
2165,hummer h2,54132,2007,hummer,h2,sport utility
2166,hummer h3,29405,2007,hummer,h3,sport utility
2167,hummer h2,57447,2008,hummer,h2,sport utility
2168,hummer h3,35277,2008,hummer,h3,sport utility
2169,hummer h2,62337,2009,hummer,h2,sport utility
2170,hummer h3,38260,2009,hummer,h3,sport utility
2171,hummer h3t,33382,2009,hummer,h3t,truck
2172,hummer h3,37547,2010,hummer,h3,sport utility
2173,hummer h3t,35060,2010,hummer,h3t,truck
2174,hyundai accent,11099,2004,hyundai,accent,sedan
2175,hyundai elantra,14474,2004,hyundai,elantra,hatchback
2176,hyundai santa fe,21749,2004,hyundai,santa fe,sport utility
2177,hyundai sonata,17899,2004,hyundai,sonata,sedan
2178,hyundai tiburon,18748,2004,hyundai,tiburon,coupe
2179,hyundai xg350,24799,2004,hyundai,xg350,sedan
2180,hyundai accent,10824,2005,hyundai,accent,sedan
2181,hyundai elantra,14499,2005,hyundai,elantra,hatchback
2182,hyundai santa fe,23874,2005,hyundai,santa fe,sport utility
2183,hyundai sonata,18374,2005,hyundai,sonata,sedan
2184,hyundai tiburon,17999,2005,hyundai,tiburon,coupe
2185,hyundai tucson,20149,2005,hyundai,tucson,sport utility
2186,hyundai xg350,25699,2005,hyundai,xg350,sedan
2187,hyundai accent,12880,2006,hyundai,accent,sedan
2188,hyundai azera,25585,2006,hyundai,azera,sedan
2189,hyundai elantra,15190,2006,hyundai,elantra,hatchback
2190,hyundai santa fe,23795,2006,hyundai,santa fe,sport utility
2191,hyundai sonata,20395,2006,hyundai,sonata,sedan
2192,hyundai tiburon,18845,2006,hyundai,tiburon,coupe
2193,hyundai tucson,20795,2006,hyundai,tucson,sport utility
2194,hyundai accent,12715,2007,hyundai,accent,sedan
2195,hyundai azera,25785,2007,hyundai,azera,sedan
2196,hyundai elantra,15645,2007,hyundai,elantra,hatchback
2197,hyundai entourage,26395,2007,hyundai,entourage,van
2198,hyundai santa fe,24545,2007,hyundai,santa fe,sport utility
2199,hyundai sonata,20395,2007,hyundai,sonata,sedan
2200,hyundai tiburon,19745,2007,hyundai,tiburon,coupe
2201,hyundai tucson,20420,2007,hyundai,tucson,sport utility
2202,hyundai veracruz,30155,2007,hyundai,veracruz,sport utility
2203,hyundai accent,13370,2008,hyundai,accent,sedan
2204,hyundai azera,26575,2008,hyundai,azera,sedan
2205,hyundai elantra,15820,2008,hyundai,elantra,hatchback
2206,hyundai entourage,26945,2008,hyundai,entourage,van
2207,hyundai santa fe,25820,2008,hyundai,santa fe,sport utility
2208,hyundai sonata,20920,2008,hyundai,sonata,sedan
2209,hyundai tiburon,20020,2008,hyundai,tiburon,coupe
2210,hyundai tucson,21095,2008,hyundai,tucson,sport utility
2211,hyundai veracruz,31470,2008,hyundai,veracruz,sport utility
2212,hyundai accent,12920,2009,hyundai,accent,sedan
2213,hyundai azera,26945,2009,hyundai,azera,sedan
2214,hyundai elantra,15970,2009,hyundai,elantra,hatchback
2215,hyundai elantra touring,18200,2009,hyundai,elantra touring,hatchback
2216,hyundai genesis,34750,2009,hyundai,genesis,sedan
2217,hyundai santa fe,26120,2009,hyundai,santa fe,sport utility
2218,hyundai sonata,22625,2009,hyundai,sonata,sedan
2219,hyundai tucson,21857,2009,hyundai,tucson,sport utility
2220,hyundai veracruz,31570,2009,hyundai,veracruz,sport utility
2221,hyundai accent,13482,2010,hyundai,accent,sedan
2222,hyundai azera,27270,2010,hyundai,azera,sedan
2223,hyundai elantra,15995,2010,hyundai,elantra,hatchback
2224,hyundai elantra touring,17895,2010,hyundai,elantra touring,hatchback
2225,hyundai genesis,36250,2010,hyundai,genesis,sedan
2226,hyundai genesis coupe,27000,2010,hyundai,genesis coupe,coupe
2227,hyundai santa fe,25995,2010,hyundai,santa fe,sport utility
2228,hyundai sonata,22625,2010,hyundai,sonata,sedan
2229,hyundai tucson,22420,2010,hyundai,tucson,sport utility
2230,hyundai veracruz,32020,2010,hyundai,veracruz,sport utility
2231,hyundai accent,13065,2011,hyundai,accent,sedan
2232,hyundai azera,27795,2011,hyundai,azera,sedan
2233,hyundai elantra,17570,2011,hyundai,elantra,hatchback
2234,hyundai elantra touring,18145,2011,hyundai,elantra touring,hatchback
2235,hyundai equus,61250,2011,hyundai,equus,sedan
2236,hyundai genesis,38000,2011,hyundai,genesis,sedan
2237,hyundai genesis coupe,27250,2011,hyundai,genesis coupe,coupe
2238,hyundai santa fe,26345,2011,hyundai,santa fe,sport utility
2239,hyundai sonata,23320,2011,hyundai,sonata,sedan
2240,hyundai tucson,22620,2011,hyundai,tucson,sport utility
2241,hyundai veracruz,32220,2011,hyundai,veracruz,sport utility
2242,hyundai accent,14720,2012,hyundai,accent,sedan
2243,hyundai azera,32000,2012,hyundai,azera,sedan
2244,hyundai elantra,17970,2012,hyundai,elantra,hatchback
2245,hyundai elantra touring,18145,2012,hyundai,elantra touring,hatchback
2246,hyundai equus,62500,2012,hyundai,equus,sedan
2247,hyundai genesis,40350,2012,hyundai,genesis,sedan
2248,hyundai genesis coupe,27250,2012,hyundai,genesis coupe,coupe
2249,hyundai santa fe,27075,2012,hyundai,santa fe,sport utility
2250,hyundai sonata,23995,2012,hyundai,sonata,sedan
2251,hyundai tucson,22820,2012,hyundai,tucson,sport utility
2252,hyundai veloster,17925,2012,hyundai,veloster,hatchback
2253,hyundai veracruz,32270,2012,hyundai,veracruz,sport utility
2254,hyundai accent,15820,2013,hyundai,accent,sedan
2255,hyundai azera,32250,2013,hyundai,azera,sedan
2256,hyundai elantra,18905,2013,hyundai,elantra,hatchback
2257,hyundai elantra coupe,19245,2013,hyundai,elantra coupe,coupe
